,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
567,465,Jeff Teague,PG,31,ATL,25,4,20.8,2.7,6.6,0.41200000000000003,0.4,1.2,0.33299999999999996,2.3,5.4,0.43,0.442,1.9,2.1,0.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7
568,466,Garrett Temple,SG,33,BRK,62,35,27.9,3.6,9.5,0.37799999999999995,2.0,6.2,0.32899999999999996,1.5,3.2,0.473,0.486,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.3
569,467,Daniel Theis,C,27,BOS,65,64,24.1,3.7,6.6,0.5660000000000001,0.5,1.5,0.33299999999999996,3.2,5.1,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2
570,468,Isaiah Thomas,PG,30,WAS,40,37,23.1,4.4,10.7,0.408,2.0,4.7,0.413,2.4,5.9,0.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2
571,469,Khyri Thomas,SG,23,DET,8,0,7.6,0.6,2.1,0.294,0.6,1.8,0.35700000000000004,0.0,0.4,0.0,0.441,0.3,0.5,0.5,0.1,0.0,0.1,0.4,0.4,0.0,0.4,1.1,2.1
572,470,Lance Thomas,PF,31,BRK,7,4,14.0,1.1,3.3,0.348,0.6,1.9,0.308,0.6,1.4,0.4,0.435,0.6,0.6,1.0,0.3,1.6,1.9,0.9,0.0,0.0,0.9,1.6,3.4
573,471,Matt Thomas,SG,25,TOR,41,1,10.7,1.8,3.7,0.48700000000000004,1.1,2.4,0.475,0.6,1.2,0.51,0.643,0.2,0.3,0.75,0.2,1.3,1.5,0.5,0.2,0.0,0.4,0.9,4.9
574,472,Tristan Thompson,PF,28,CLE,57,51,30.2,5.1,9.9,0.512,0.2,0.4,0.391,4.9,9.5,0.518,0.52,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0
575,473,Sindarius Thornwell,SF,25,NOP,2,0,17.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.5710000000000001,0.636,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0
576,474,Matisse Thybulle,SG,22,PHI,65,14,19.8,1.7,4.1,0.423,0.9,2.4,0.35700000000000004,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7
577,475,Anthony Tolliver,PF,34,TOT,55,13,15.9,1.2,3.3,0.35700000000000004,0.9,2.6,0.33799999999999997,0.3,0.7,0.43200000000000005,0.49200000000000005,0.4,0.5,0.7240000000000001,0.6,2.2,2.8,0.8,0.3,0.2,0.6,1.3,3.6
578,475,Anthony Tolliver,PF,34,POR,33,9,16.8,1.3,3.5,0.368,0.9,2.7,0.337,0.4,0.8,0.46399999999999997,0.496,0.4,0.6,0.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9
579,475,Anthony Tolliver,PF,34,SAC,9,0,9.1,0.3,1.9,0.17600000000000002,0.2,1.7,0.133,0.1,0.2,0.5,0.235,0.1,0.2,0.5,0.2,1.0,1.2,0.3,0.4,0.1,0.4,0.7,1.0
580,475,Anthony Tolliver,PF,34,MEM,13,4,18.2,1.5,3.7,0.396,1.3,3.2,0.415,0.2,0.5,0.28600000000000003,0.573,0.5,0.6,0.875,0.4,2.2,2.5,0.8,0.5,0.1,0.7,1.1,4.8
581,476,Juan Toscano-Anderson,SG,26,GSW,13,6,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3
582,477,Karl-Anthony Towns,C,24,MIN,35,35,33.9,9.0,17.8,0.508,3.3,7.9,0.41200000000000003,5.8,9.9,0.586,0.6,5.1,6.5,0.7959999999999999,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
583,478,Gary Trent Jr.,SF,21,POR,61,8,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.5710000000000001,0.6,0.7,0.8220000000000001,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9
584,479,Allonzo Trier,SG,24,NYK,24,1,12.1,2.1,4.4,0.48100000000000004,0.8,2.2,0.358,1.3,2.2,0.604,0.5710000000000001,1.4,1.8,0.7909999999999999,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5
585,480,P.J. Tucker,PF,34,HOU,72,72,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.541,0.5,0.7,0.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9
586,481,Rayjon Tucker,SG,22,UTA,20,0,8.1,1.0,2.2,0.465,0.2,0.9,0.17600000000000002,0.9,1.3,0.654,0.5,1.0,1.2,0.826,0.2,0.9,1.0,0.3,0.1,0.1,0.4,0.5,3.1
587,482,Evan Turner,SG,31,ATL,19,0,13.2,1.3,3.5,0.373,0.0,0.3,0.0,1.3,3.3,0.40299999999999997,0.373,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3
588,483,Myles Turner,C,23,IND,62,62,29.5,4.3,9.5,0.457,1.4,4.0,0.344,2.9,5.4,0.54,0.53,2.0,2.7,0.7509999999999999,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1
589,484,Jarrod Uthoff,PF,26,TOT,7,0,7.6,1.0,2.6,0.389,0.4,1.3,0.33299999999999996,0.6,1.3,0.444,0.47200000000000003,0.3,0.3,1.0,0.3,0.6,0.9,0.0,0.1,0.0,0.0,0.3,2.7
590,484,Jarrod Uthoff,PF,26,MEM,4,0,3.5,0.3,1.8,0.14300000000000002,0.0,1.0,0.0,0.3,0.8,0.33299999999999996,0.14300000000000002,0.5,0.5,1.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.0
591,484,Jarrod Uthoff,PF,26,WAS,3,0,13.0,2.0,3.7,0.545,1.0,1.7,0.6,1.0,2.0,0.5,0.682,0.0,0.0,,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.3,5.0
592,485,Jonas Valančiūnas,C,27,MEM,70,70,26.4,6.2,10.6,0.585,0.5,1.3,0.35200000000000004,5.7,9.3,0.617,0.606,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9
593,486,Denzel Valentine,SF,26,CHI,36,5,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8
594,487,Jarred Vanderbilt,PF,20,TOT,11,0,4.2,0.5,0.7,0.625,0.0,0.1,0.0,0.5,0.6,0.7140000000000001,0.625,0.2,0.2,1.0,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1
595,487,Jarred Vanderbilt,PF,20,DEN,9,0,4.6,0.6,0.8,0.7140000000000001,0.0,0.0,,0.6,0.8,0.7140000000000001,0.7140000000000001,0.0,0.0,,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1
596,487,Jarred Vanderbilt,PF,20,MIN,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
597,488,Fred VanVleet,SG,25,TOR,54,54,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6
598,489,Gabe Vincent,PG,23,MIA,9,0,9.2,0.9,4.1,0.21600000000000003,0.7,3.0,0.222,0.2,1.1,0.2,0.297,0.0,0.0,,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4
599,490,Noah Vonleh,C,24,TOT,36,1,10.5,1.4,2.6,0.565,0.1,0.4,0.2,1.4,2.1,0.636,0.5820000000000001,0.7,0.9,0.7809999999999999,1.0,2.4,3.4,0.8,0.3,0.2,0.6,1.1,3.7
600,490,Noah Vonleh,C,24,MIN,29,1,12.0,1.6,3.0,0.547,0.1,0.5,0.14300000000000002,1.6,2.5,0.625,0.5579999999999999,0.8,1.0,0.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1
601,490,Noah Vonleh,C,24,DEN,7,0,4.3,0.7,0.9,0.833,0.1,0.1,1.0,0.6,0.7,0.8,0.917,0.3,0.6,0.5,0.4,0.7,1.1,0.3,0.0,0.0,0.3,0.6,1.9
602,491,Nikola Vučević,C,29,ORL,62,62,32.2,8.0,16.7,0.47700000000000004,1.6,4.7,0.33899999999999997,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6
603,492,Dean Wade,PF,23,CLE,12,0,5.9,0.8,1.1,0.6920000000000001,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7
604,493,Moritz Wagner,C,22,WAS,45,5,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.5920000000000001,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7
605,494,Dion Waiters,SG,28,TOT,10,0,20.7,4.1,9.9,0.414,1.5,4.7,0.319,2.6,5.2,0.5,0.49,1.4,1.7,0.8240000000000001,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1
606,494,Dion Waiters,SG,28,MIA,3,0,14.0,3.3,8.7,0.385,2.7,5.7,0.47100000000000003,0.7,3.0,0.222,0.5379999999999999,0.0,0.3,0.0,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3
607,494,Dion Waiters,SG,28,LAL,7,0,23.6,4.4,10.4,0.425,1.0,4.3,0.233,3.4,6.1,0.5579999999999999,0.473,2.0,2.3,0.875,0.3,1.6,1.9,2.4,0.6,0.6,1.9,2.3,11.9
608,495,Kemba Walker,PG,29,BOS,56,56,31.1,6.8,15.9,0.425,3.2,8.4,0.381,3.5,7.4,0.47600000000000003,0.526,3.7,4.3,0.8640000000000001,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4
609,496,Lonnie Walker,SG,21,SAS,61,12,16.2,2.5,5.9,0.426,0.7,1.7,0.406,1.8,4.2,0.434,0.483,0.7,1.0,0.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4
610,497,Tyrone Wallace,SG,25,ATL,14,0,11.4,1.0,3.1,0.318,0.1,1.1,0.067,0.9,2.1,0.44799999999999995,0.33,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9
611,498,Derrick Walton,PG,24,TOT,26,1,9.5,0.7,1.5,0.462,0.4,0.9,0.41700000000000004,0.3,0.6,0.5329999999999999,0.59,0.3,0.3,0.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0
612,498,Derrick Walton,PG,24,LAC,23,1,9.7,0.7,1.6,0.47200000000000003,0.4,0.9,0.429,0.3,0.7,0.5329999999999999,0.597,0.3,0.4,0.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2
613,498,Derrick Walton,PG,24,DET,3,0,8.7,0.3,1.0,0.33299999999999996,0.3,1.0,0.33299999999999996,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,1.7,1.0,0.0,0.3,0.7,1.0
614,499,Brad Wanamaker,PG,30,BOS,71,1,19.3,2.3,5.1,0.44799999999999995,0.5,1.4,0.363,1.8,3.7,0.48100000000000004,0.499,1.8,1.9,0.9259999999999999,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9
615,500,T.J. Warren,SF,26,IND,67,67,32.9,8.0,14.9,0.536,1.4,3.4,0.40299999999999997,6.6,11.5,0.575,0.581,2.5,3.0,0.8190000000000001,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8
616,501,P.J. Washington,PF,21,CHO,58,57,30.3,4.6,10.2,0.455,1.5,4.0,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2
617,502,Yuta Watanabe,SF,25,MEM,18,0,5.8,0.8,1.9,0.441,0.2,0.4,0.375,0.7,1.4,0.462,0.485,0.2,0.4,0.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5,2.0
618,503,Tremont Waters,PG,22,BOS,11,1,10.8,1.3,4.5,0.28600000000000003,0.4,2.2,0.16699999999999998,0.9,2.3,0.4,0.327,0.7,0.7,1.0,0.0,1.1,1.1,1.5,0.9,0.2,1.4,1.2,3.6
619,504,Paul Watson,SF,25,TOT,10,0,8.7,1.0,2.6,0.385,0.4,1.2,0.33299999999999996,0.6,1.4,0.429,0.462,0.7,0.9,0.778,0.2,1.5,1.7,0.8,0.4,0.1,0.3,0.5,3.1
620,504,Paul Watson,SF,25,ATL,2,0,8.5,0.0,3.5,0.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5,0.0
621,504,Paul Watson,SF,25,TOR,8,0,8.8,1.3,2.4,0.526,0.5,1.1,0.444,0.8,1.3,0.6,0.632,0.9,1.1,0.778,0.3,1.6,1.9,0.6,0.4,0.1,0.4,0.5,3.9
622,505,Quinndary Weatherspoon,SG,23,SAS,11,0,7.1,0.5,1.5,0.294,0.1,0.5,0.2,0.4,1.1,0.33299999999999996,0.324,0.1,0.2,0.5,0.1,0.5,0.6,1.0,0.3,0.1,0.5,0.7,1.1
623,506,Russell Westbrook,PG,31,HOU,57,57,35.9,10.6,22.5,0.47200000000000003,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2
624,507,Coby White,PG,19,CHI,65,1,25.8,4.8,12.2,0.39399999999999996,2.0,5.8,0.354,2.8,6.4,0.43,0.478,1.6,2.0,0.7909999999999999,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2
625,508,Derrick White,SG,25,SAS,68,20,24.7,3.7,8.1,0.45799999999999996,1.2,3.2,0.366,2.6,4.9,0.518,0.53,2.6,3.1,0.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2,11.3
626,509,Hassan Whiteside,C,30,POR,67,61,30.0,6.5,10.5,0.621,0.1,0.1,0.5710000000000001,6.4,10.4,0.622,0.624,2.4,3.6,0.6859999999999999,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5
627,510,Andrew Wiggins,SF,24,TOT,54,54,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.7090000000000001,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8
628,510,Andrew Wiggins,SF,24,MIN,42,42,34.6,8.4,18.8,0.444,2.2,6.5,0.331,6.2,12.3,0.505,0.502,3.5,4.9,0.72,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4
629,510,Andrew Wiggins,SF,24,GSW,12,12,33.6,7.2,15.7,0.457,1.7,4.9,0.33899999999999997,5.5,10.8,0.512,0.511,3.4,5.1,0.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4
630,511,Grant Williams,PF,21,BOS,69,5,15.1,1.3,3.1,0.41200000000000003,0.3,1.4,0.25,0.9,1.7,0.5479999999999999,0.469,0.6,0.8,0.722,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,3.4
631,512,Johnathan Williams,PF,24,WAS,15,6,12.0,1.3,2.3,0.5589999999999999,0.0,0.1,0.0,1.3,2.1,0.594,0.5589999999999999,0.5,0.9,0.5379999999999999,1.6,2.7,4.3,0.5,0.1,0.5,0.3,1.1,3.0
632,513,Kenrich Williams,PF,25,NOP,39,18,21.3,1.3,3.8,0.34700000000000003,0.6,2.5,0.258,0.7,1.3,0.52,0.43200000000000005,0.2,0.7,0.34600000000000003,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3,3.5
633,514,Lou Williams,PG,33,LAC,65,8,28.7,6.0,14.4,0.418,1.7,4.8,0.35200000000000004,4.3,9.6,0.451,0.47700000000000004,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2
634,515,Marvin Williams,PF,33,TOT,58,1,19.5,2.1,4.6,0.446,1.0,2.7,0.359,1.1,1.9,0.568,0.551,0.8,1.0,0.86,0.5,2.6,3.2,1.0,0.6,0.5,0.6,1.8,5.9
635,515,Marvin Williams,PF,33,CHO,41,1,19.7,2.3,5.1,0.44799999999999995,1.1,2.9,0.376,1.2,2.3,0.5379999999999999,0.552,1.0,1.2,0.86,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7
636,515,Marvin Williams,PF,33,MIL,17,0,18.9,1.5,3.4,0.439,0.7,2.3,0.308,0.8,1.1,0.722,0.544,0.4,0.4,0.857,0.9,3.5,4.4,1.1,0.6,0.5,0.5,1.9,4.0
637,516,Robert Williams,C,22,BOS,29,1,13.4,2.2,3.0,0.727,0.0,0.0,,2.2,3.0,0.727,0.727,0.8,1.2,0.647,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2
638,517,Nigel Williams-Goss,PG,25,UTA,10,0,5.0,0.5,1.6,0.313,0.2,0.7,0.28600000000000003,0.3,0.9,0.33299999999999996,0.375,0.2,0.2,1.0,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4
639,518,Zion Williamson,PF,19,NOP,24,24,27.8,8.8,15.0,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.5920000000000001,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5
640,519,D.J. Wilson,PF,23,MIL,37,1,9.8,1.4,3.6,0.39399999999999996,0.5,2.0,0.247,0.9,1.6,0.5760000000000001,0.462,0.3,0.5,0.611,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9,3.6
641,520,Justise Winslow,SG,23,MIA,11,5,32.0,4.5,11.7,0.38799999999999996,0.5,2.5,0.222,4.0,9.3,0.431,0.41100000000000003,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3
642,521,Christian Wood,PF,24,DET,62,12,21.4,4.6,8.2,0.5670000000000001,0.9,2.3,0.386,3.8,5.9,0.636,0.62,2.9,3.9,0.7440000000000001,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1
643,522,Delon Wright,PG,27,DAL,73,5,21.5,2.6,5.6,0.462,0.6,1.7,0.37,2.0,3.9,0.504,0.519,1.1,1.4,0.77,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9
644,523,Justin Wright-Foreman,PG,22,UTA,4,0,11.3,1.8,5.0,0.35,0.5,2.5,0.2,1.3,2.5,0.5,0.4,0.8,1.0,0.75,0.0,1.3,1.3,1.8,0.5,0.0,0.8,1.3,4.8
645,524,Thaddeus Young,PF,31,CHI,64,16,24.9,4.2,9.4,0.44799999999999995,1.2,3.5,0.35600000000000004,3.0,5.9,0.501,0.513,0.7,1.1,0.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3
646,525,Trae Young,PG,21,ATL,60,60,35.3,9.1,20.8,0.43700000000000006,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6
647,526,Cody Zeller,C,27,CHO,58,39,23.1,4.3,8.3,0.524,0.3,1.3,0.24,4.0,7.0,0.5770000000000001,0.5429999999999999,2.1,3.1,0.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1
648,527,Tyler Zeller,C,30,SAS,2,0,2.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0
649,528,Ante Žižić,C,23,CLE,22,0,10.0,1.9,3.3,0.569,0.0,0.0,,1.9,3.3,0.569,0.569,0.6,0.9,0.737,0.8,2.2,3.0,0.3,0.3,0.2,0.5,1.2,4.4
650,529,Ivica Zubac,C,22,LAC,72,70,18.4,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3
